state,move,class
rnb1kbnr/ppp2ppp/8/4p3/PP2q3/2p1B3/2P2PPP/1R1QKBNR b Kkq - 1 7,b8c6,1
r1b1kbnr/ppp2ppp/2n5/1P2p3/P3q3/2p1B3/2P2PPP/1R1QKBNR b Kkq - 0 8,c6d4,1
r1b1kbnr/ppp2ppp/8/1P2p3/P2nqP2/2p1B3/2P3PP/1R1QKBNR b Kkq - 0 9,d4c2,1
r1b1kbnr/ppp2ppp/8/1P2p3/P3qP2/2p1B3/2Q3PP/1R2KBNR b Kkq - 0 10,e4c2,1
r1b1kbnr/ppp2ppp/8/1P2p3/P4PP1/2p1B3/2q4P/1R2KBNR b Kkq - 0 11,c2b1,1
r1b1kbnr/ppp2ppp/8/1P2p3/P4PP1/2p5/7P/1qB1KBNR b Kkq - 1 12,b1c1,1
r1b1kbnr/ppp2ppp/8/1P2p3/P4PP1/2p5/4K2P/2q2BNR b kq - 1 13,f8c5,1
r1b1k1nr/ppp2ppp/8/1Pb1p3/P4PPP/2p5/4K3/2q2BNR b kq - 0 14,c1e3,1
r1b1k1nr/ppp2ppp/8/1Pb1p3/P4PPP/2p1q3/8/3K1BNR b kq - 2 15,e3d2,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,g1f3,1
r1bqkb1r/pppppppp/2n2n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 3 3,e4e5,1
r1bqkb1r/pppppppp/2n5/4P3/6n1/5N2/PPPP1PPP/RNBQKB1R w KQkq - 1 4,d2d4,1
r1bqkb1r/p1pppppp/1pn5/4P3/3P2n1/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 5,h2h3,1
r1bqkb1r/2pppppp/ppn5/4P3/3P2n1/5N1P/PPP2PP1/RNBQKB1R w KQkq - 0 6,h3g4,1
r1bqkb1r/2p1pppp/ppn5/3pP3/3P2P1/5N2/PPP2PP1/RNBQKB1R w KQkq d6 0 7,f3g5,1
rnbqkb1r/2p1pppp/pp6/3pP1N1/3P2P1/8/PPP2PP1/RNBQKB1R w KQkq - 2 8,d1f3,1
rnbqkb1r/4pppp/pp6/2ppP1N1/3P2P1/5Q2/PPP2PP1/RNB1KB1R w KQkq - 0 9,f3f7,1
rnbq1b1r/3kpQpp/pp6/2ppP1N1/3P2P1/8/PPP2PP1/RNB1KB1R w KQ - 1 10,f7d5,1
rnbq1b1r/2k1p1pp/pp6/2pQP1N1/3P2P1/8/PPP2PP1/RNB1KB1R w KQ - 1 11,d5a8,1
Qnbq1b1r/2k1p1p1/pp6/2p1P1Np/3P2P1/8/PPP2PP1/RNB1KB1R w KQ - 0 12,a8a7,1
1n1q1b1r/Qbk1p1p1/pp6/2p1P1Np/3P2P1/8/PPP2PP1/RNB1KB1R w KQ - 2 13,g5e6,1
1n1q1b1r/Qb2p1p1/ppk1N3/2p1P2p/3P2P1/8/PPP2PP1/RNB1KB1R w KQ - 4 14,e6d8,1
1n1N1b1r/Qb2p1p1/pp6/2pkP2p/3P2P1/8/PPP2PP1/RNB1KB1R w KQ - 1 15,b1c3,1
1n1N1b1r/Qb2p1p1/pp6/2p1P2p/3k2P1/2N5/PPP2PP1/R1B1KB1R w KQ - 0 16,a7b8,1
1Q1N1b1r/4p1p1/pp6/2p1P2p/3k2P1/2N5/PPP2Pb1/R1B1KB1R w KQ - 0 17,c1e3,1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,b8c6,0
r1bqkbnr/pppppppp/2n5/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 2 2,g8f6,0
r1bqkb1r/pppppppp/2n2n2/4P3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 3,f6g4,0
r1bqkb1r/pppppppp/2n5/4P3/3P2n1/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,b7b6,0
r1bqkb1r/p1pppppp/1pn5/4P3/3P2n1/5N1P/PPP2PP1/RNBQKB1R b KQkq - 0 5,a7a6,0
r1bqkb1r/2pppppp/ppn5/4P3/3P2P1/5N2/PPP2PP1/RNBQKB1R b KQkq - 0 6,d7d5,0
r1bqkb1r/2p1pppp/ppn5/3pP1N1/3P2P1/8/PPP2PP1/RNBQKB1R b KQkq - 1 7,c6b8,0
rnbqkb1r/2p1pppp/pp6/3pP1N1/3P2P1/5Q2/PPP2PP1/RNB1KB1R b KQkq - 3 8,c7c5,0
rnbqkb1r/4pQpp/pp6/2ppP1N1/3P2P1/8/PPP2PP1/RNB1KB1R b KQkq - 0 9,e8d7,0
rnbq1b1r/3kp1pp/pp6/2pQP1N1/3P2P1/8/PPP2PP1/RNB1KB1R b KQ - 0 10,d7c7,0
Qnbq1b1r/2k1p1pp/pp6/2p1P1N1/3P2P1/8/PPP2PP1/RNB1KB1R b KQ - 0 11,h7h5,0
1nbq1b1r/Q1k1p1p1/pp6/2p1P1Np/3P2P1/8/PPP2PP1/RNB1KB1R b KQ - 1 12,c8b7,0
1n1q1b1r/Qbk1p1p1/pp2N3/2p1P2p/3P2P1/8/PPP2PP1/RNB1KB1R b KQ - 3 13,c7c6,0
1n1N1b1r/Qb2p1p1/ppk5/2p1P2p/3P2P1/8/PPP2PP1/RNB1KB1R b KQ - 0 14,c6d5,0
1n1N1b1r/Qb2p1p1/pp6/2pkP2p/3P2P1/2N5/PPP2PP1/R1B1KB1R b KQ - 2 15,d5d4,0
1Q1N1b1r/1b2p1p1/pp6/2p1P2p/3k2P1/2N5/PPP2PP1/R1B1KB1R b KQ - 0 16,b7g2,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1c3,0
rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2,a1b1,0
rnbqkbnr/ppp1pppp/8/8/3p4/2N5/PPPPPPPP/1RBQKBNR w Kkq - 0 3,a2a4,0
rnbqkbnr/ppp1pppp/8/8/P7/2p5/1PPPPPPP/1RBQKBNR w Kkq - 0 4,b2b4,0
rnbqkbnr/1pp1pppp/8/p7/PP6/2p5/2PPPPPP/1RBQKBNR w Kkq - 0 5,d2d4,0
rnbqkbnr/1pp1pppp/8/8/Pp1P4/2p5/2P1PPPP/1RBQKBNR w Kkq - 0 6,b1b4,0
rnbqkbnr/1pp2ppp/8/4p3/PR1P4/2p5/2P1PPPP/2BQKBNR w Kkq - 0 7,c1g5,0
rnb1kbnr/1pp2ppp/8/4p1q1/PR1P4/2p5/2P1PPPP/3QKBNR w Kkq - 0 8,e2e4,0
rnb1k1nr/1pp2ppp/8/4p1q1/Pb1PP3/2p5/2P2PPP/3QKBNR w Kkq - 0 9,f2f4,0
rnb1k1nr/1pp2ppp/8/4p3/Pb1PPq2/2p5/2P3PP/3QKBNR w Kkq - 0 10,g2g4,0
rnb1k1nr/1pp2ppp/8/4p3/Pb1Pq1P1/2p5/2P4P/3QKBNR w Kkq - 0 11,d1e2,0
rnb1k1nr/1pp2ppp/8/4p3/Pb1P2P1/2p5/2P1Q2P/4KBNq w kq - 0 12,h2h4,0
rnb1k1nr/1pp2ppp/8/4p3/Pb1P2PP/2p5/2P1Q3/4KBq1 w kq - 0 13,a4a5,0
1nb1k1nr/1pp2ppp/8/r3p3/1b1P2PP/2p5/2P1Q3/4KBq1 w k - 0 14,d4d5,0
1nb1k1nr/1pp2ppp/8/3Pp3/1b4PP/2p5/2P1Q3/r3KBq1 w k - 1 15,e2d1,0
1nb1k1nr/1pp2ppp/8/3Pp3/1b4PP/2p5/2P5/3rKBq1 w k - 0 16,e1e2,0
rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,d7d5,1
rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/1RBQKBNR b Kkq - 1 2,d5d4,1
rnbqkbnr/ppp1pppp/8/8/P2p4/2N5/1PPPPPPP/1RBQKBNR b Kkq - 0 3,d4c3,1
rnbqkbnr/ppp1pppp/8/8/PP6/2p5/2PPPPPP/1RBQKBNR b Kkq - 0 4,a7a5,1
rnbqkbnr/1pp1pppp/8/p7/PP1P4/2p5/2P1PPPP/1RBQKBNR b Kkq - 0 5,a5b4,1
rnbqkbnr/1pp1pppp/8/8/PR1P4/2p5/2P1PPPP/2BQKBNR b Kkq - 0 6,e7e5,1
rnbqkbnr/1pp2ppp/8/4p1B1/PR1P4/2p5/2P1PPPP/3QKBNR b Kkq - 1 7,d8g5,1
rnb1kbnr/1pp2ppp/8/4p1q1/PR1PP3/2p5/2P2PPP/3QKBNR b Kkq - 0 8,f8b4,1
rnb1k1nr/1pp2ppp/8/4p1q1/Pb1PPP2/2p5/2P3PP/3QKBNR b Kkq - 0 9,g5f4,1
rnb1k1nr/1pp2ppp/8/4p3/Pb1PPqP1/2p5/2P4P/3QKBNR b Kkq - 0 10,f4e4,1
rnb1k1nr/1pp2ppp/8/4p3/Pb1Pq1P1/2p5/2P1Q2P/4KBNR b Kkq - 1 11,e4h1,1
rnb1k1nr/1pp2ppp/8/4p3/Pb1P2PP/2p5/2P1Q3/4KBNq b kq - 0 12,h1g1,1
rnb1k1nr/1pp2ppp/8/P3p3/1b1P2PP/2p5/2P1Q3/4KBq1 b kq - 0 13,a8a5,1
1nb1k1nr/1pp2ppp/8/r2Pp3/1b4PP/2p5/2P1Q3/4KBq1 b k - 0 14,a5a1,1
1nb1k1nr/1pp2ppp/8/3Pp3/1b4PP/2p5/2P5/r2QKBq1 b k - 2 15,a1d1,1
1nb1k1nr/1pp2ppp/8/3Pp3/1b4PP/2p5/2P1K3/3r1Bq1 b k - 1 16,c8g4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,e4e5,1
rnbqkb1r/ppp1pppp/5n2/3pP3/8/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 3,e5f6,1
rnbqkb1r/1pp1pppp/p4P2/3p4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 4,f6g7,1
rnbqkb1r/2p1ppPp/p7/1p1p4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 5,g7h8q,1
rnbqkb1Q/4pp1p/p7/1ppp4/8/8/PPPP1PPP/RNBQKBNR w KQq - 0 6,h8h7,1
rnbqkb2/5p1Q/p7/1pppp3/8/8/PPPP1PPP/RNBQKBNR w KQq - 0 7,d1h5,1
1nbqkb2/r4p1Q/p7/1pppp2Q/8/8/PPPP1PPP/RNB1KBNR w KQ - 2 8,g1f3,1
1nbqkb2/r4p1Q/p7/2ppp2Q/1p6/5N2/PPPP1PPP/RNB1KB1R w KQ - 0 9,f3e5,1
1nbqkb2/r4p1Q/p7/2ppN2Q/8/1p6/PPPP1PPP/RNB1KB1R w KQ - 0 10,h7f7,1
1nbqkb2/5r2/p7/2ppN2Q/8/1p6/PPPP1PPP/RNB1KB1R w KQ - 0 11,h5f7,1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,g8f6,0
rnbqkb1r/pppppppp/5n2/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,d7d5,0
rnbqkb1r/ppp1pppp/5P2/3p4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 3,a7a6,0
rnbqkb1r/1pp1ppPp/p7/3p4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 4,b7b5,0
rnbqkb1Q/2p1pp1p/p7/1p1p4/8/8/PPPP1PPP/RNBQKBNR b KQq - 0 5,c7c5,0
rnbqkb2/4pp1Q/p7/1ppp4/8/8/PPPP1PPP/RNBQKBNR b KQq - 0 6,e7e5,0
rnbqkb2/5p1Q/p7/1pppp2Q/8/8/PPPP1PPP/RNB1KBNR b KQq - 1 7,a8a7,0
1nbqkb2/r4p1Q/p7/1pppp2Q/8/5N2/PPPP1PPP/RNB1KB1R b KQ - 3 8,b5b4,0
1nbqkb2/r4p1Q/p7/2ppN2Q/1p6/8/PPPP1PPP/RNB1KB1R b KQ - 0 9,b4b3,0
1nbqkb2/r4Q2/p7/2ppN2Q/8/1p6/PPPP1PPP/RNB1KB1R b KQ - 0 10,a7f7,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1c3,0
rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2,a1b1,0
rnbqkbnr/ppp1pppp/8/8/3p4/2N5/PPPPPPPP/1RBQKBNR w Kkq - 0 3,a2a4,0
rnbqkbnr/ppp1pppp/8/8/P7/2p5/1PPPPPPP/1RBQKBNR w Kkq - 0 4,b2b4,0
rnbqkbnr/ppp2ppp/8/4p3/PP6/2p5/2PPPPPP/1RBQKBNR w Kkq - 0 5,d2d4,0
rnb1kbnr/ppp2ppp/8/4p3/PP1q4/2p5/2P1PPPP/1RBQKBNR w Kkq - 0 6,e2e4,0
rnb1kbnr/ppp2ppp/8/4p3/PP2q3/2p5/2P2PPP/1RBQKBNR w Kkq - 0 7,c1e3,0
r1b1kbnr/ppp2ppp/2n5/4p3/PP2q3/2p1B3/2P2PPP/1R1QKBNR w Kkq - 2 8,b1c1,0
r1b1kbnr/ppp2ppp/8/4p3/Pn2q3/2p1B3/2P2PPP/2RQKBNR w Kkq - 0 9,f2f4,0
r1b1kbnr/ppp2ppp/8/4p3/Pn3P2/2p1q3/2P3PP/2RQKBNR w Kkq - 0 10,d1e2,0
r1b1kbnr/ppp2ppp/8/4p3/Pn3P2/2p5/2P1Q1PP/2q1KBNR w Kkq - 0 11,e2d1,0
r1b1kbnr/ppp2ppp/8/4p3/P4P2/2p5/2n3PP/2qQKBNR w Kkq - 0 12,e1f2,0
rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,d7d5,1
rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/1RBQKBNR b Kkq - 1 2,d5d4,1
rnbqkbnr/ppp1pppp/8/8/P2p4/2N5/1PPPPPPP/1RBQKBNR b Kkq - 0 3,d4c3,1
rnbqkbnr/ppp1pppp/8/8/PP6/2p5/2PPPPPP/1RBQKBNR b Kkq - 0 4,e7e5,1
rnbqkbnr/ppp2ppp/8/4p3/PP1P4/2p5/2P1PPPP/1RBQKBNR b Kkq - 0 5,d8d4,1
rnb1kbnr/ppp2ppp/8/4p3/PP1qP3/2p5/2P2PPP/1RBQKBNR b Kkq - 0 6,d4e4,1
rnb1kbnr/ppp2ppp/8/4p3/PP2q3/2p1B3/2P2PPP/1R1QKBNR b Kkq - 1 7,b8c6,1
r1b1kbnr/ppp2ppp/2n5/4p3/PP2q3/2p1B3/2P2PPP/2RQKBNR b Kkq - 3 8,c6b4,1
r1b1kbnr/ppp2ppp/8/4p3/Pn2qP2/2p1B3/2P3PP/2RQKBNR b Kkq - 0 9,e4e3,1
r1b1kbnr/ppp2ppp/8/4p3/Pn3P2/2p1q3/2P1Q1PP/2R1KBNR b Kkq - 1 10,e3c1,1
r1b1kbnr/ppp2ppp/8/4p3/Pn3P2/2p5/2P3PP/2qQKBNR b Kkq - 1 11,b4c2,1
r1b1kbnr/ppp2ppp/8/4p3/P4P2/2p5/2n2KPP/2qQ1BNR b kq - 1 12,c1e3,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,e4e5,1
rnbqkb1r/ppppppp1/5n2/4P2p/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,e5f6,1
rnbqkb1r/1pppppp1/5P2/p6p/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 4,f6g7,1
rnbqkb1r/2ppppP1/8/pp5p/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 5,g7h8q,1
rnbqkb1Q/3ppp2/8/ppp4p/8/8/PPPP1PPP/RNBQKBNR w KQq - 0 6,d1h5,1
rnbqkb1Q/4pp2/8/pppp3Q/8/8/PPPP1PPP/RNB1KBNR w KQq - 0 7,h8f8,1
rnbq1Q2/3kpp2/8/pppp3Q/8/8/PPPP1PPP/RNB1KBNR w KQ - 1 8,h5d5,1
rnbq1Q2/2k1pp2/8/pppQ4/8/8/PPPP1PPP/RNB1KBNR w KQ - 1 9,f8d8,1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,g8f6,0
rnbqkb1r/pppppppp/5n2/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,h7h5,0
rnbqkb1r/ppppppp1/5P2/7p/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 3,a7a5,0
rnbqkb1r/1pppppP1/8/p6p/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 4,b7b5,0
rnbqkb1Q/2pppp2/8/pp5p/8/8/PPPP1PPP/RNBQKBNR b KQq - 0 5,c7c5,0
rnbqkb1Q/3ppp2/8/ppp4Q/8/8/PPPP1PPP/RNB1KBNR b KQq - 0 6,d7d5,0
rnbqkQ2/4pp2/8/pppp3Q/8/8/PPPP1PPP/RNB1KBNR b KQq - 0 7,e8d7,0
rnbq1Q2/3kpp2/8/pppQ4/8/8/PPPP1PPP/RNB1KBNR b KQ - 0 8,d7c7,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1c3,0
rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2,a1b1,0
rnbqkbnr/ppp1pppp/8/8/3p4/2N5/PPPPPPPP/1RBQKBNR w Kkq - 0 3,a2a4,0
rnbqkbnr/ppp1pppp/8/8/P7/2p5/1PPPPPPP/1RBQKBNR w Kkq - 0 4,b2b4,0
rnbqkbnr/1pp1pppp/8/p7/PP6/2p5/2PPPPPP/1RBQKBNR w Kkq - 0 5,d2d4,0
rnbqkbnr/1pp1pppp/8/8/Pp1P4/2p5/2P1PPPP/1RBQKBNR w Kkq - 0 6,b1b4,0
rnbqkbnr/1pp2ppp/8/4p3/PR1P4/2p5/2P1PPPP/2BQKBNR w Kkq - 0 7,d1d3,0
rnbqk1nr/1pp2ppp/8/4p3/Pb1P4/2pQ4/2P1PPPP/2B1KBNR w Kkq - 0 8,g1h3,0
1nbqk1nr/1pp2ppp/8/4p3/rb1P4/2pQ3N/2P1PPPP/2B1KB1R w Kk - 0 9,d4e5,0
1nb1k1nr/1pp2ppp/8/4P3/rb6/2pq3N/2P1PPPP/2B1KB1R w Kk - 0 10,e2e4,0
1nb1k1nr/1pp2ppp/8/4P3/rb2q3/2p4N/2P2PPP/2B1KB1R w Kk - 0 11,c1e3,0
1nb1k1nr/1pp2ppp/8/4P3/1b2q3/2p1B2N/2P2PPP/r3KB1R w Kk - 2 12,e1e2,0
1nb1k1nr/1pp2ppp/8/4P3/1bq5/2p1B2N/2P1KPPP/r4B1R w k - 4 13,e2f3,0
rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,d7d5,1
rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/1RBQKBNR b Kkq - 1 2,d5d4,1
rnbqkbnr/ppp1pppp/8/8/P2p4/2N5/1PPPPPPP/1RBQKBNR b Kkq - 0 3,d4c3,1
rnbqkbnr/ppp1pppp/8/8/PP6/2p5/2PPPPPP/1RBQKBNR b Kkq - 0 4,a7a5,1
rnbqkbnr/1pp1pppp/8/p7/PP1P4/2p5/2P1PPPP/1RBQKBNR b Kkq - 0 5,a5b4,1
rnbqkbnr/1pp1pppp/8/8/PR1P4/2p5/2P1PPPP/2BQKBNR b Kkq - 0 6,e7e5,1
rnbqkbnr/1pp2ppp/8/4p3/PR1P4/2pQ4/2P1PPPP/2B1KBNR b Kkq - 1 7,f8b4,1
rnbqk1nr/1pp2ppp/8/4p3/Pb1P4/2pQ3N/2P1PPPP/2B1KB1R b Kkq - 1 8,a8a4,1
1nbqk1nr/1pp2ppp/8/4P3/rb6/2pQ3N/2P1PPPP/2B1KB1R b Kk - 0 9,d8d3,1
1nb1k1nr/1pp2ppp/8/4P3/rb2P3/2pq3N/2P2PPP/2B1KB1R b Kk - 0 10,d3e4,1
1nb1k1nr/1pp2ppp/8/4P3/rb2q3/2p1B2N/2P2PPP/4KB1R b Kk - 1 11,a4a1,1
1nb1k1nr/1pp2ppp/8/4P3/1b2q3/2p1B2N/2P1KPPP/r4B1R b k - 3 12,e4c4,1
1nb1k1nr/1pp2ppp/8/4P3/1bq5/2p1BK1N/2P2PPP/r4B1R b k - 5 13,c4g4,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,e4e5,1
rnbqkb1r/p1pppppp/1p3n2/4P3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,e5f6,1
rnbqkb1r/p2ppppp/1p3P2/2p5/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 4,g1f3,1
rnbqkb1r/p2p1ppp/1p2pP2/2p5/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 5,f6g7,1
rnbqkb1r/3p1pPp/1p2p3/p1p5/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 6,g7h8q,1
rnbqkb1Q/5p1p/1p2p3/p1pp4/8/5N2/PPPP1PPP/RNBQKB1R w KQq - 0 7,f3e5,1
rnbqkb1Q/7p/1p2p3/p1ppNp2/8/8/PPPP1PPP/RNBQKB1R w KQq - 0 8,d1h5,1
rnbq1b1Q/4k2p/1p2p3/p1ppNp1Q/8/8/PPPP1PPP/RNB1KB1R w KQ - 2 9,h5g5,1
rnbq1b1Q/7p/1p1kp3/p1ppNpQ1/8/8/PPPP1PPP/RNB1KB1R w KQ - 4 10,g5d8,1
r1bQ1b1Q/3n3p/1p1kp3/p1ppNp2/8/8/PPPP1PPP/RNB1KB1R w KQ - 1 11,h8f8,1
r1bQ1Q2/3n3p/1p2p3/p1ppkp2/8/8/PPPP1PPP/RNB1KB1R w KQ - 0 12,d8c7,1
r1b2Q2/2Qn3p/1p2p3/p1pp1p2/4k3/8/PPPP1PPP/RNB1KB1R w KQ - 2 13,d2d3,1
r1b2Q2/2Qn3p/1p2p3/p1pp1p2/3k4/3P4/PPP2PPP/RNB1KB1R w KQ - 1 14,c2c3,1
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,g8f6,0
rnbqkb1r/pppppppp/5n2/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,b7b6,0
rnbqkb1r/p1pppppp/1p3P2/8/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 3,c7c5,0
rnbqkb1r/p2ppppp/1p3P2/2p5/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 4,e7e6,0
rnbqkb1r/p2p1pPp/1p2p3/2p5/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 5,a7a5,0
rnbqkb1Q/3p1p1p/1p2p3/p1p5/8/5N2/PPPP1PPP/RNBQKB1R b KQq - 0 6,d7d5,0
rnbqkb1Q/5p1p/1p2p3/p1ppN3/8/8/PPPP1PPP/RNBQKB1R b KQq - 1 7,f7f5,0
rnbqkb1Q/7p/1p2p3/p1ppNp1Q/8/8/PPPP1PPP/RNB1KB1R b KQq - 1 8,e8e7,0
rnbq1b1Q/4k2p/1p2p3/p1ppNpQ1/8/8/PPPP1PPP/RNB1KB1R b KQ - 3 9,e7d6,0
rnbQ1b1Q/7p/1p1kp3/p1ppNp2/8/8/PPPP1PPP/RNB1KB1R b KQ - 0 10,b8d7,0
r1bQ1Q2/3n3p/1p1kp3/p1ppNp2/8/8/PPPP1PPP/RNB1KB1R b KQ - 0 11,d6e5,0
r1b2Q2/2Qn3p/1p2p3/p1ppkp2/8/8/PPPP1PPP/RNB1KB1R b KQ - 1 12,e5e4,0
r1b2Q2/2Qn3p/1p2p3/p1pp1p2/4k3/3P4/PPP2PPP/RNB1KB1R b KQ - 0 13,e4d4,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b1c3,0
rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/R1BQKBNR w KQkq - 0 2,a1b1,0
rnbqkbnr/ppp1pppp/8/8/3p4/2N5/PPPPPPPP/1RBQKBNR w Kkq - 0 3,a2a4,0
rnbqkbnr/ppp1pppp/8/8/P7/2p5/1PPPPPPP/1RBQKBNR w Kkq - 0 4,b2b4,0
rnbqkbnr/1pp1pppp/8/p7/PP6/2p5/2PPPPPP/1RBQKBNR w Kkq - 0 5,d2d4,0
rnbqkbnr/1pp1pppp/8/8/Pp1P4/2p5/2P1PPPP/1RBQKBNR w Kkq - 0 6,b1b4,0
rnbqkbnr/1pp2ppp/8/4p3/PR1P4/2p5/2P1PPPP/2BQKBNR w Kkq - 0 7,d1d2,0
rnbqkbnr/1pp2ppp/8/4p3/PR1P4/8/2PpPPPP/2B1KBNR w Kkq - 0 8,c1d2,0
rnbqk1nr/1pp2ppp/8/4p3/Pb1P4/8/2PBPPPP/4KBNR w Kkq - 0 9,c2c4,0
rnb1k1nr/1pp2ppp/8/4p3/PbPq4/8/3BPPPP/4KBNR w Kkq - 0 10,f2f4,0
1nb1k1nr/1pp2ppp/8/4p3/rbPq1P2/8/3BP1PP/4KBNR w Kk - 0 11,d2b4,0
rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,d7d5,1
rnbqkbnr/ppp1pppp/8/3p4/8/2N5/PPPPPPPP/1RBQKBNR b Kkq - 1 2,d5d4,1
rnbqkbnr/ppp1pppp/8/8/P2p4/2N5/1PPPPPPP/1RBQKBNR b Kkq - 0 3,d4c3,1
rnbqkbnr/ppp1pppp/8/8/PP6/2p5/2PPPPPP/1RBQKBNR b Kkq - 0 4,a7a5,1
rnbqkbnr/1pp1pppp/8/p7/PP1P4/2p5/2P1PPPP/1RBQKBNR b Kkq - 0 5,a5b4,1
rnbqkbnr/1pp1pppp/8/8/PR1P4/2p5/2P1PPPP/2BQKBNR b Kkq - 0 6,e7e5,1
rnbqkbnr/1pp2ppp/8/4p3/PR1P4/2p5/2PQPPPP/2B1KBNR b Kkq - 1 7,c3d2,1
rnbqkbnr/1pp2ppp/8/4p3/PR1P4/8/2PBPPPP/4KBNR b Kkq - 0 8,f8b4,1
rnbqk1nr/1pp2ppp/8/4p3/PbPP4/8/3BPPPP/4KBNR b Kkq - 0 9,d8d4,1
rnb1k1nr/1pp2ppp/8/4p3/PbPq1P2/8/3BP1PP/4KBNR b Kkq - 0 10,a8a4,1
1nb1k1nr/1pp2ppp/8/4p3/rBPq1P2/8/4P1PP/4KBNR b Kk - 0 11,a4a1,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,1
r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,g1f3,1
r1bqkb1r/pppppppp/2n2n2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 3 3,e4e5,1
